food_resource_type,description,address,latitude,longitude,phone_number,website,food_bank_hours,meal_hours,community_fridge_hours
"[""food bank""]",Plant Based Food Box Program  A weeks of fresh food for families to prepare together . All families must pre register every week. Delivery or pick up available. Please look on website for further instructions and changes to pickup times.,"7148 Martin Luther King Jr Way S, Seattle, WA 98118",47.5374953,122.2809353,971-245-2907‬,http://www.plantbasedfoodshare.org,"{Monday: {open: ""12:00"", close: ""13:30""}, Sunday: {open: ""02:00"", close: ""13:30""}}",,
"[""food bank""]",Food delivery and togo food bag for persons without access to a kitchen and in need of preprepared foods. Must sign up on the waitlist for food delivery: docs.google.com/forms/d/e/1FAIpQLSc2Z4G8Frfb6W6jfcDxIgeqR4YX6zLnnnJj8jEhchU1sFGcA/viewform,"4205 Rainier Ave S
Seattle, WA 98118",47.56538233,122.2888973,206-723-4105,http://www.rvfb.org/whatwedo/,"{Wednesday: {open: ""10:00"", close: ""13:00""}, Saturday: {open: ""09:30"", close: ""14:00""}}",,
"[""food bank"", ""meal""]","Food Bank: Bring local ID
Meals: Please call ahead for availability","1265 S Main St, Seattle, WA 98144",47.599789,122.3144483,206-329-8700,http://www.seattleindian.org/services/foodsecurityprograms/,"{Tuesday: {open: ""13:00"", close: ""15:00""}, Thursday: {open: ""13:00"", close: ""15:00""}}","{Monday: {open: ""08:30"", close: ""13:15""}, Tuesday: {open: ""08:30"", close: ""13:15""}, Wednesday: {open: ""08:30"", close: ""13:15""}, Thursday: {open: ""08:30"", close: ""13:15""}, Friday: {open: ""08:30"", close: ""13:15""}}",
"[""food bank""]",Prepackaged grocery bags of perishable and nonperishable items can be picked up out front. Clothing and hygiene items available upon request.,"5972 4th Ave S, Seattle, WA 98108",47.5486194,122.3291318,206-686-5260,http://www.svdpseattle.org/gethelp/foodbank/,"{Tuesday: {open: ""11:00"", close: ""14:00""}, Thursday: {open: ""11:00"", close: ""14:00""}, Friday: {open: ""11:00"", close: ""14:00""}}",,
"[""food bank"", ""meal""]","Please call ahead for availability and please visit the website for virtual activities www.spseniors.org

For Food Bank Home Delivery by Providence Regina House call (206)7639204.","8201 10th Ave S, Seattle, WA 98108",47.5296153,122.320528,206-727-6248,http://www.soundgenerations.org/ourprograms/foodsecurity/communitydining/,"{Thursday: {open: ""12:30"", close: ""14:00""}, Saturday: {open: ""09:00"", close: ""12:00""}}",Call for meal information,
"[""food bank"", ""meal""]",Meals and food bags are also being delivered to seniors in their homescall (206)9324044 ext. 1,"4217 SW Oregon St, Seattle, WA 98116",47.5626975,122.3864553,206-727-6248,http://scws.org/services/foodanddining/,"{Tuesday: {open: ""09:00"", close: ""10:00""}}","{Monday: {open: ""11:45"", close: ""12:30""}, Tuesday: {open: ""11:45"", close: ""12:30""}, Wednesday: {open: ""11:45"", close: ""12:30""}, Thursday: {open: ""11:45"", close: ""12:30""}}",
"[""food bank"", ""meal""]",Please call ahead for availability,"10201 E Riverside Dr, Bothell, WA 98011",47.7560448,122.2026247,425-487-2441,http://www.northshoreseniorcenter.org/programsservices/,"{Tuesday: {open: ""09:00"", close: ""12:00""}, Thursday: {open: ""15:00"", close: ""18:00""}, Saturday: {open: ""09:00"", close: ""12:00""}}
","{Monday: {open: ""11:45"", close: ""12:15""}, Tuesday: {open: ""11:45"", close: ""12:15""}, Wednesday: {open: ""11:45"", close: ""12:15""}, Thursday: {open: ""11:45"", close: ""12:15""}, Friday: {open: ""11:45"", close: ""12:15""}}",
"[""meal""]","Togo only; guests may not arrive before 7am, and may not stay onsite after receiving a meal","907 Columbia St , Seattle, WA 98104",47.6069023,122.3255728,206-6223-559,http://www.stjamescathedral.org/outreach/kitchen.aspx,,"{Sunday: {open: ""07:00"", close: ""08:00""}, Monday: {open: ""16:15"", close: ""18:30""}}",
"[""meal""]","FREE delivery of up to seven frozen meals each Wednesday during the Covid19 Stay Home, Stay Safe mandate. Halal meals available. For seniors 60 and older
Residents have about 15 meal choices and can get 7 meals per person per week
Staff will call residents on Monday's to get their orders
If we think residents can qualify for the regular Meals on Wheels program, we try to get them signed up for that program.","12424 42nd Avenue South, Tukwila, WA 98168",47.491773,122.279205,206-767-2321,http://www.tukwilablog.com/2020/04/10/tukwilaparksrecofferingfreedeliveriesofmealstoseniors/,,"{Wednesday: {open: ""10:30"", close: ""12:00""}}",
"[""food bank""]",The Urban Fresh Food Collective also hosts a weekly free market (El Mercadito),"1249 S Cloverdale St, Seattle, WA 98108",47.5263392,122.3154219,,http://www.urbanfreshfoodcollective.org/elmercadito,"{Thursday: {open: ""10:30"", close: ""12:00""}}",,
"[""meal""]",Phone number listed accepts texts in English and Spanish,"8319 8th Ave S, Seattle, WA 98108",47.5284221,122.3240431,206-809-9691,http://www.urbanfreshfoodcollective.org/covid19,,"{Monday: {open: ""15:00"", close: ""16:30""}, Wednesday: {open: ""15:00"", close: ""16:30""}, Thursday: {open: ""15:00"", close: ""16:30""}}",
"[""meal""]","Y branches are closed but housing, shelter, and counseling services continuing w/ social distancing practices","5003 12th Ave NE, Seattle, WA 98105",47.6653128,122.3155223,206-524-1400,http://www.seattleymca.org/locations/universityfamilyymca/staffandboard,,Please contact agency for more information.,
"[""meal""]",The drop in center has also converted into an overnight shelter during the stayathome order,"1828 Yale Ave, Seattle, WA 98101",47.6182683,122.3305192,206-622-5555,http://www.youthcare.org/homelessyouthservices/engagementservices/youthcaresorioncenter/,,"{Monday: {open: ""13:00"", close: ""18:30""}, Tuesday: {open: ""13:00"", close: ""18:30""}, Wednesday: {open: ""13:00"", close: ""18:30""}, Thursday: {open: ""13:00"", close: ""18:30""}, Friday: {open: ""13:00"", close: ""18:30""}}",
"[""meal""]","Only offers day services and is too small to support an overnight shelter UDYC has partnered with ROOTS Young Adult Shelter, University Congregational Church, and Teen Feed in the University District so that young people can have consistent meals and additional activity space during the day and shelter at night","4516 15th Ave NE, Seattle, WA 98105",47.661853,122.311609,206-622-5555,http://www.youthcare.org/gethelp/,,"{Monday: {open: ""10:00"", close: ""14:00""}, Tuesday: {open: ""12:00"", close: ""15:00""}, Wednesday: {open: ""10:00"", close: ""14:00""}, Thursday: {open: ""10:00"", close: ""14:00""}, Sunday: {open: ""10:00"", close: ""14:00""}}",
"[""food bank""]",Email nhilton@ywcaworksorg to sign up for home delivery that occurs Wednesdays,"2820 E Cherry Street, Seattle, WA 98122",47.608328,122.2958409,206-375-1496,http://www.ywcaworks.org/programs/centralareafoodbank,"{Wednesday: {open: ""12:00"", close: ""15:00""}}",,
"[""meal""]",Site provides free take home meals for kids and teens 18 and younger. A weeks' supply of breakfasts available on Mondays. Free meals also available for parents. Call: (206)5386567 for more information.,"12531 28th Ave NE, Seattle, WA 98125",47.7203524,122.2981048,206-538-6567,http://www.hungerintervention.org/,,"{Monday: {open: ""12:30"", close: ""13:30""}, Wednesday: {open: ""12:30"", close: ""13:30""}, Friday: {open: ""12:30"", close: ""13:30""}}",
"[""food bank""]",Distributing prepacked boxes or bags,"603 3rd Ave SE, Pacific, WA 98047",47.265011,122.236771,253-351-0450,http://networks.whyhunger.org/organization/view/28396,"{Tuesday: {open: ""10:00"", close: ""13:00""}}",,
"[""food bank""]","Serves residents of residents of Auburn School District; proof of address and ID required.

Curbside/car drop off for existing clients; if new client, application will need to be filled out quickly inside.","930 18th Place NE, Auburn, WA 98002",47.323724,122.218286,253-833-8925,http://www.theauburnfoodbank.org/,"{Monday: {open: ""09:00"", close: ""13:00""}, Tuesday: {open: ""09:00"", close: ""13:00""}, Thursday: {open: ""09:00"", close: ""13:00""}, Friday: {open: ""09:00"", close: ""13:00""}}",,
"[""food bank""]",Food bank services will remain open,"10510 Stone Ave N, Seattle, WA 98133",47.7052676,122.3416573,206-552-9586,http://www.epiclifechurch.org/incarnationalministry,"{Monday: {open: ""09:30"", close: ""12:45""}}",,
"[""food bank""]",,"4326 337th Place Southeast, Fall City, WA 98024",47.5662398,121.8906809,425-269-8098,http://www.fallcityfoodpantry.org/,"{Wednesday: {open: ""12:00"", close: ""19:30""}, Friday: {open: ""10:00"", close: ""12:00""}}",,
"[""food bank""]","Food bank available to Federal Way School District residents regardless of income.

Food will be distributed in preprepared boxes at a marked distribution point during regular food bank hours.

The Clothing Bank will be closed.","1200 S 336th St, Federal Way, WA 98003",47.3013527,122.320142,253-838-6810,http://mschelps.org/gethelp/food/,"{Monday: {open: ""09:30"", close: ""14:00""}, Wednesday: {open: ""09:30"", close: ""14:00""}, Friday: {open: ""09:30"", close: ""14:00""}}",,
"[""food bank""]",Food and clothing bank,"404 22nd St SE, Auburn, WA 98002",47.2883898,122.2238173,206-227-5977,http://www.helpnorthwest.com/1401.html,"{Monday: {open: ""13:00"", close: ""17:00""}, Tuesday: {open: ""13:00"", close: ""17:00""}, Wednesday: {open: ""13:00"", close: ""17:00""}, Thursday: {open: ""13:00"", close: ""17:00""}, Friday: {open: ""13:00"", close: ""17:00""}}",,
"[""food bank""]",We are asking our clients to wash hands when they enter the building and not to touch any thing while in the building. The food will be put in a bag or box in your cart all while asking you still which foods you would want. As you exit the building the cart will be given to you to go to your car. Please bring the cart back up to the door so that we may clean it before our next client.,"18300 4th Avenue South, Burien, WA 98148",47.4383823,122.3275755,206-433-9900,http://www.highlineareafoodbank.org/,"{Tuesday: {open: ""12:00"", close: ""02:30""}, Thursday: {open: ""10:00"", close: ""12:30""}}",,
"[""food bank""]",Need to set an appointment for services via website: www.holyinn.org/85,"26526 NE Cherry Valley Road, Duvall, WA 98019",47.7482852,121.9818384,425-788-1400,http://www.holyinn.org/85,"{Tuesday: {open: ""15:00"", close: ""18:30""}, Wednesday: {open: ""10:00"", close: ""12:00""}}",,
"[""food bank""]",Emergency food,"12600 Renton Ave S, Seattle, WA 98178",47.4917411,122.2393177,206-722-3984,http://www.facebook.com/HolyTECSeattle/,"{Saturday: {open: ""13:00"", close: ""15:00""}}",,
"[""food bank""]","Serving zips: 98027, 98029, 98059 and 98075; ID helpful; proof of address needed

Prepacked food boxes and produce bags distributed every other week with two weeks worth of food. Drive or walk up service only outside the building (179 1st Ave SE).

Masks required for visits

Open: August 11, 13, 25, 27
September 8,10,22,24

Groceries to Go will still be delivered every week.","179 1st Ave SE, Issaquah, WA 98027",47.528687,122.0349549,425-392-4123,http://issaquahfoodbank.org/,"{Monday: {open: ""13:00"", close: ""19:00""}, Thursday: {open: ""13:00"", close: ""19:00""}}",,
"[""food bank""]","Requires: photo ID/food bank card or photo ID and piece of mail from Kent service area.

Walkup customers: prepackaged boxes distributed at east door.

Driveup customers: prepackaged boxes distributes at posted sign, please remain in your vehicle.

1 person per household will be allowed entrance into the building/office for checkin, no exceptions. All other household members, family or friends, must remain outside waiting, no matter age or reason you brought them. *During this time please leave children at home with childcare or bring a responsible person who can care for them outside while you are checking in.","515 W Harrison St, Kent, WA 9803",47.3824076,122.2386782,,http://www.kentfoodbank.org/foodbank.php,"{Wednesday: {open: ""10:00"", close: ""13:00""}, Thursday: {open: ""10:00"", close: ""11:00""}, Friday: {open: ""10:00"", close: ""13:00""}}",,
"[""food bank""]","Service area only, proof of address: Maple Valley, Black Diamond, Hobart, Tahoma SD.","21415 RentonMaple Valley Rd SE, Maple Valley, WA 98038",47.4093955,122.0395922,425-432-8633,http://maplevalleyfoodbank.org/,"{Tuesday: {open: ""10:30"", close: ""18:00""}, Wednesday: {open: ""10:30"", close: ""13:00""}}",,
"[""meal""]",Please call ahead for availability,"30819 14th Ave S, Federal Way, WA 98003",47.3256699,122.3164786,253-835-6925,http://www.itallhappenshere.org/category/news/fwccoperationnotices/,,"{Tuesday: {open: ""11:00"", close: ""13:00""}, Thursday: {open: ""11:00"", close: ""13:00""}}",
"[""food bank""]",Groceries to feed a family of 4,"930 E James St, Kent, WA 98031",47.3861959,122.2218815,253-852-5144,http://hillsidechurch.squarespace.com/local1,"{Saturday: {open: ""09:00"", close: ""12:00""}}",,
"[""meal""]",Togo ready-to-eat food available nightly.,"302 14th Ave S, Seattle, WA 98144",47.5998571,122.3137564,206-323-4359,http://www.seattlenightwatch.org/whatwedo/foodandshelter/,,"{Monday: {open: ""21:00"", close: ""21:30""}, Tuesday: {open: ""21:00"", close: ""21:30""}, Wednesday: {open: ""21:00"", close: ""21:30""}, Thursday: {open: ""21:00"", close: ""21:30""}, Friday: {open: ""21:00"", close: ""21:30""}, Saturday: {open: ""21:00"", close: ""21:30""}, Sunday: {open: ""21:00"", close: ""21:30""}}",
"[""food bank""]",,"1316 SW Holden Street, Seattle, WA 98106",47.5344477,122.3524692,206-432-7210,http://www.paradiseofpraise.org/,"{Tuesday: {open: ""10:00"", close: ""12:00""}}",,
"[""meal""]",Extended hours during COVID,"31104 SE 86th St, Preston, WA 98050",47.5236596,121.926249,425-222-5573,http://ragingrivercommunitychurch.org/ministry/foodbank/,,"{Thursday: {open: ""13:00"", close: ""16:00""}}",
"[""meal""]","Instead of our usual hot meal setup, we continue to provide togo meals. We set up Sunday afternoon from 34 as usual (on 65th and 8th Ave NE, under the I5 overpass). 
Contact ravennapopupkitchen@gmail.com for more information.","65th and 8th Ave NE, under the I5 overpass",47.675803,122.320245,None,http://www.facebook.com/pages/category/Community/RavennaPopUpKitchen498542463880219/,,"{Sunday: {open: ""15:00"", close: ""16:00""}}",
"[""food bank""]","Eligibility: You can visit one time per week, you will need to provide proof of address and your ID on your first visit, each time you come please bring your ID.

New Process: Visitors stay outdoors, volunteers stay indoors, a volunteer shows you which items are available, you decide which items to accept, fresh fruits and vegetables are prebagged, a volunteer places your selection in paper bags, the new process gets you in and out in about two minutes.","15022 BelRed Road, Bellevue, WA 98007",47.6275862,122.1394748,425-736-8132,https://www.facebook.com/RenewalFoodBank/,"{Monday: {open: ""24:00"", close: ""15:00""}, Tuesday: {open: ""16:00"", close: ""18:30""}, Wednesday: {open: ""10:00"", close: ""13:00""}}",,
"[""food bank""]",Only prebagged available,"1101 Pike Street, Seattle, WA 98101",47.6132654,122.328461,206-442-8377,http://www.seattlefoodcommittee.org/foodbankdirectory/seattlefoodbanks/salvationarmyfoodbank.html,"{Tuesday: {open: ""09:00"", close: ""15:00""}, Wednesday: {open: ""09:00"", close: ""15:00""}, Thursday: {open: ""13:00"", close: ""15:00""}}",,
"[""food bank""]",Food bank open but the Mobile Food Bank Van has been cancelled.,"122 E 3rd St, North Bend, WA 98045",47.4962806,121.783458,425-888-7832,http://www.snoqualmievalleyfoodbank.org/,"{Monday: {open: ""10:00"", close: ""13:00""}, Tuesday: {open: ""15:00"", close: ""18:30""}, Wednesday: {open: ""09:30"", close: ""16:30""}}",,
"[""food bank""]",,"13055 SE 192nd St, Renton, WA 98058",47.4292298,122.1662234,253-631-1940,http://www.ststephenslife.com/foodbank,"{Monday: {open: ""10:00"", close: ""11:45""}, Wednesday: {open: ""16:00"", close: ""17:45""}, Friday: {open: ""10:00"", close: ""11:45""}}",,
"[""food bank""]",Distributing prepacked boxes or bags,"26201 180th Ave SE, Covington, WA 98042",47.3665236,122.1027806,253-631-3038,http://www.covingtonstorehouse.org/post/covid19information,"{Monday: {open: ""16:00"", close: ""18:00""}, Friday: {open: ""10:00"", close: ""12:00""}, Saturday: {open: ""09:00"", close: ""24:00""}}",,
"[""food bank""]",For the duration of the COVID 19 Emergency all normal registration procedures are temporarily suspended until further notice.,"3118 S 140th St, Tukwila, WA 98168",47.4784931,122.2924379,206-431-8293,http://tukwilapantry.org/,"{Tuesday: {open: ""10:00"", close: ""14:00""}, Thursday: {open: ""10:00"", close: ""14:00""}, Saturday: {open: ""10:00"", close: ""14:00""}}",,
"[""food bank""]","Delivery to in town locations  Tues from 12:00  16:00

Delivery to all other island homes Thurs from 10:00  16:00","10030 SW 210th St, Vashon, WA 98070",47.4171449,122.4633388,206-463-6332,http://www.vashonfoodbank.org/,"{Wednesday: {open: ""10:00"", close: ""14:00""}, Thursday: {open: ""11:00"", close: ""17:00""}, Friday: {open: ""11:00"", close: ""14:00""}}",,
"[""meal""]","Isolated seniors may sign up by calling the Center or emailing: lunch@vashoncenter.org 

Meal on Wheels available to qualifying older adults; provides frozen meals to seniors who have difficulty shopping.","10004 SW Bank Road, Vashon, WA 98070",47.4475822,122.4620178,206-463-5173,http://www.vashoncenter.org/lunchdelivery,,"{Monday: {open: ""10:00"", close: ""14:00""}, Wednesday: {open: ""11:00"", close: ""17:00""}, Friday: {open: ""11:00"", close: ""14:00""}}",
"[""meal""]",Distributing cold/shelfstable nocook meals only for guests during Covid19,"824 108th St SW, Seattle, WA  98146",47.5068483,122.3456315,206-244-8184,http://www.voseattle.com/ministries/,,Please contact agency by phone for more information.,
"[""food bank""]",Prepackaged grocery bags for pick up,"17110 140th Ave NE, Woodinville, WA 98072",47.7520872,122.1518646,425-483-5252,http://www.woodinvillestorehouse.org,"{Tuesday: {open: ""14:30"", close: ""15:20""}, Saturday: {open: ""09:30"", close: ""10:20""}}",,
"[""meal""]",,"3455 S 148th St, Tukwila, WA 98168",47.469863,122.2871757,206-243-5024,http://www.cbsr.org/,,"{Tuesday: {open: ""12:00"", close: ""12:30""}}",
